alert_id,sensor_node_id,social_node_id,incident_type,sensor_location,timestamp,sequence_frame,temperature_celsius,smoke_density_ppm,co2_level_ppm,humidity_percentage,crowd_density,traffic_density,visibility_score,fire_area_ratio,network_latency_ms,propagation_delay_sec,routing_path_length,node_influence_score,coverage_percentage,alert_reliability_score,social_alerts_forwarded,response_time_sec,emergency_severity,alert_priority,fire_detected,smoke_detected,sensor_confidence_score,mobile_alerts_sent,citizen_reports_received,target_label
ALERT_001243,FIRE_NODE_0065,USER_NODE_08338,forest_fire,shopping_mall,2026-05-14 13:13:11.298300,14,205.13,420.32,3864.21,51.41,0.302,0.555,0.615,0.3153,665.2,50.14,8,0.858,88.21,0.842,2969,231.96,critical,urgent,1,1,0.941,10222,227,2
ALERT_001244,FIRE_NODE_0096,USER_NODE_03984,electrical_fire,residential_building,2026-05-14 13:13:14.298300,2,130.79,355.94,2832.31,14.22,0.695,0.343,0.285,0.6219,625.97,47.44,3,0.643,90.35,0.92,1277,361.27,critical,urgent,1,1,0.979,9626,223,2
ALERT_001245,FIRE_NODE_0263,USER_NODE_05862,forest_fire,industrial_area,2026-05-14 13:13:17.298300,5,78.53,1136.59,2366.33,39.35,0.132,0.545,0.6,0.6485,780.65,58.02,8,0.381,99.48,0.832,1265,511.84,critical,urgent,1,1,0.763,9934,175,2
ALERT_001246,FIRE_NODE_0150,USER_NODE_06043,urban_fire,industrial_area,2026-05-14 13:13:20.298300,2,133.52,1161.93,4766.94,49.44,0.8,0.185,0.699,0.4036,91.41,7.68,4,0.153,83.46,0.741,2078,283.3,critical,urgent,1,1,0.804,13471,427,2
ALERT_001247,FIRE_NODE_0287,USER_NODE_00895,building_fire,shopping_mall,2026-05-14 13:13:23.298300,7,141.34,871.25,3612.78,38.51,0.47,0.404,0.826,0.2184,222.31,44.86,4,0.392,90.82,0.795,2624,422.66,moderate,high,1,1,0.713,14934,103,1
ALERT_001248,FIRE_NODE_0403,USER_NODE_01121,forest_fire,warehouse_zone,2026-05-14 13:13:26.298300,16,112.47,464.42,4193.39,67.86,0.466,0.827,0.68,0.629,652.66,5.57,12,0.728,72.13,0.705,2834,154.53,critical,urgent,1,1,0.967,7707,307,2
ALERT_001249,FIRE_NODE_0355,USER_NODE_05426,warehouse_fire,shopping_mall,2026-05-14 13:13:29.298300,20,207.06,974.71,4919.83,57.43,0.02,0.295,0.078,0.0657,190.7,30.71,5,0.855,91.72,0.879,1715,557.26,low,medium,1,1,0.845,5434,83,0
ALERT_001250,FIRE_NODE_0054,USER_NODE_07444,warehouse_fire,residential_building,2026-05-14 13:13:32.298300,16,200.58,588.55,1819.79,64.57,0.394,0.508,0.346,0.4325,796.12,2.51,4,0.905,40.24,0.806,16,105.32,critical,urgent,1,1,0.92,10515,114,2
ALERT_001251,FIRE_NODE_0355,USER_NODE_03773,building_fire,warehouse_zone,2026-05-14 13:13:35.298300,8,53.86,699.9,1897.67,13.69,0.774,0.225,0.251,0.1824,477.68,39.92,8,0.067,54.51,0.825,1358,202.53,moderate,high,1,1,0.956,13276,378,1
ALERT_001252,FIRE_NODE_0193,USER_NODE_03364,building_fire,industrial_area,2026-05-14 13:13:38.298300,1,182.85,781.0,2087.39,50.54,0.845,0.599,0.756,0.4882,465.96,19.42,6,0.758,52.41,0.926,41,483.71,critical,urgent,1,1,0.938,1258,183,2
ALERT_001253,FIRE_NODE_0016,USER_NODE_09089,urban_fire,industrial_area,2026-05-14 13:13:41.298300,10,127.76,295.58,1038.78,53.32,0.887,0.654,0.18,0.608,791.5,26.57,8,0.615,86.63,0.914,797,580.83,critical,urgent,1,1,0.733,10393,299,2
ALERT_001254,FIRE_NODE_0468,USER_NODE_05897,urban_fire,residential_building,2026-05-14 13:13:44.298300,7,146.63,854.96,4516.43,61.82,0.978,0.517,0.798,0.2806,349.4,15.95,4,0.827,99.15,0.774,1164,38.4,critical,urgent,1,1,0.937,2903,112,2
ALERT_001255,FIRE_NODE_0454,USER_NODE_04293,kitchen_fire,industrial_area,2026-05-14 13:13:47.298300,11,153.54,1154.86,1709.85,9.62,0.498,0.095,0.286,0.0863,194.82,7.26,14,0.956,56.71,0.829,2272,539.67,moderate,high,1,1,0.896,4079,91,1
ALERT_001256,FIRE_NODE_0101,USER_NODE_00353,electrical_fire,forest_region,2026-05-14 13:13:50.298300,4,153.16,870.23,4246.82,62.05,0.646,0.891,0.532,0.1839,706.46,32.95,1,0.911,42.41,0.815,2775,568.94,moderate,high,1,1,0.772,2298,194,1
ALERT_001257,FIRE_NODE_0336,USER_NODE_01819,forest_fire,warehouse_zone,2026-05-14 13:13:53.298300,10,209.77,1148.37,4481.43,41.64,0.65,0.871,0.748,0.4114,786.16,41.45,8,0.977,43.44,0.74,984,273.62,critical,urgent,1,1,0.812,6106,414,2
ALERT_001258,FIRE_NODE_0191,USER_NODE_02808,industrial_fire,metro_station,2026-05-14 13:13:56.298300,3,181.98,259.89,4894.82,25.48,0.435,0.282,0.571,0.0428,136.75,45.0,2,0.227,54.13,0.93,592,60.51,low,medium,1,1,0.827,14512,473,0
ALERT_001259,FIRE_NODE_0067,USER_NODE_03108,electrical_fire,metro_station,2026-05-14 13:13:59.298300,12,49.04,468.42,3675.52,10.86,0.889,0.91,0.144,0.644,252.07,5.96,6,0.055,64.51,0.883,2456,202.65,critical,urgent,1,1,0.943,7087,500,2
ALERT_001260,FIRE_NODE_0326,USER_NODE_04007,urban_fire,warehouse_zone,2026-05-14 13:14:02.298300,18,170.41,472.18,3830.96,66.13,0.102,0.313,0.467,0.3262,442.91,18.74,5,0.684,78.71,0.868,609,72.69,critical,urgent,1,1,0.838,5418,126,2
ALERT_001261,FIRE_NODE_0028,USER_NODE_04589,warehouse_fire,industrial_area,2026-05-14 13:14:05.298300,17,107.34,629.96,4656.21,36.23,0.024,0.444,0.789,0.5081,420.44,15.74,10,0.492,73.82,0.99,2003,388.29,critical,urgent,1,1,0.901,3478,372,2
ALERT_001262,FIRE_NODE_0042,USER_NODE_07712,warehouse_fire,commercial_complex,2026-05-14 13:14:08.298300,6,131.0,477.03,4176.99,37.17,0.995,0.463,0.111,0.4453,56.38,15.78,9,0.386,84.37,0.843,1590,22.04,critical,urgent,1,1,0.879,12359,451,2
ALERT_001263,FIRE_NODE_0331,USER_NODE_08343,forest_fire,parking_area,2026-05-14 13:14:11.298300,17,117.0,1112.45,2798.07,51.08,0.227,0.763,0.699,0.5881,46.38,27.4,8,0.695,45.71,0.819,734,565.58,critical,urgent,1,1,0.826,5322,364,2
ALERT_001264,FIRE_NODE_0192,USER_NODE_08610,kitchen_fire,parking_area,2026-05-14 13:14:14.298300,16,217.45,143.66,3758.45,42.77,0.506,0.971,0.167,0.5829,559.17,16.28,8,0.907,65.76,0.936,1100,236.36,critical,urgent,1,1,0.947,9572,205,2
ALERT_001265,FIRE_NODE_0327,USER_NODE_09568,kitchen_fire,residential_building,2026-05-14 13:14:17.298300,7,156.41,237.97,3458.52,17.44,0.418,0.179,0.07,0.1417,438.37,29.41,4,0.526,54.86,0.899,832,424.04,moderate,high,1,1,0.804,7456,441,1
ALERT_001266,FIRE_NODE_0121,USER_NODE_06487,electrical_fire,forest_region,2026-05-14 13:14:20.298300,14,199.2,801.31,3737.37,23.03,0.011,0.867,0.79,0.0845,311.8,40.02,15,0.67,91.62,0.741,1545,260.81,moderate,high,1,1,0.728,9411,80,1
ALERT_001267,FIRE_NODE_0479,USER_NODE_06130,forest_fire,commercial_complex,2026-05-14 13:14:23.298300,5,113.18,96.92,4552.4,39.26,0.851,0.069,0.255,0.1723,321.62,48.37,13,0.417,52.28,0.719,345,52.3,moderate,high,1,0,0.92,4884,227,1
ALERT_001268,FIRE_NODE_0266,USER_NODE_05761,electrical_fire,residential_building,2026-05-14 13:14:26.298300,15,122.84,893.32,3602.06,13.8,0.151,0.758,0.699,0.2488,80.39,1.71,9,0.324,40.55,0.767,2545,254.6,moderate,high,1,1,0.735,5561,218,1
ALERT_001269,FIRE_NODE_0231,USER_NODE_07661,building_fire,metro_station,2026-05-14 13:14:29.298300,12,63.25,1084.01,3176.07,65.74,0.352,0.68,0.234,0.4038,121.08,1.12,13,0.935,73.29,0.969,2038,203.63,critical,urgent,1,1,0.795,5244,139,2
ALERT_001270,FIRE_NODE_0196,USER_NODE_00405,electrical_fire,parking_area,2026-05-14 13:14:32.298300,8,115.11,870.77,3089.56,65.15,0.035,0.711,0.347,0.1213,418.11,30.8,5,0.18,52.11,0.818,2644,248.24,moderate,high,1,1,0.792,1293,183,1
ALERT_001271,FIRE_NODE_0462,USER_NODE_01351,forest_fire,commercial_complex,2026-05-14 13:14:35.298300,9,71.0,84.9,4869.03,66.33,0.489,0.995,0.656,0.0494,111.82,55.05,15,0.649,90.59,0.96,933,271.53,low,medium,1,0,0.714,1662,60,0
ALERT_001272,FIRE_NODE_0037,USER_NODE_05903,urban_fire,warehouse_zone,2026-05-14 13:14:38.298300,11,77.95,154.56,1430.46,31.68,0.127,0.175,0.451,0.2244,384.77,26.32,4,0.662,96.23,0.731,2766,64.06,moderate,high,1,1,0.947,5444,128,1
ALERT_001273,FIRE_NODE_0155,USER_NODE_04497,electrical_fire,industrial_area,2026-05-14 13:14:41.298300,18,133.62,938.37,1547.86,58.88,0.925,0.639,0.145,0.5825,638.14,45.3,15,0.085,87.94,0.74,1070,137.32,critical,urgent,1,1,0.867,189,394,2
ALERT_001274,FIRE_NODE_0154,USER_NODE_04618,warehouse_fire,shopping_mall,2026-05-14 13:14:44.298300,13,91.37,820.71,3275.51,12.03,0.659,0.925,0.195,0.3901,286.65,28.12,7,0.323,61.25,0.708,2376,589.02,critical,urgent,1,1,0.881,12465,335,2
ALERT_001275,FIRE_NODE_0007,USER_NODE_07734,kitchen_fire,industrial_area,2026-05-14 13:14:47.298300,13,132.62,509.76,2973.25,29.71,0.366,0.469,0.298,0.1211,454.15,50.72,4,0.195,41.96,0.772,930,587.93,moderate,high,1,1,0.94,11901,383,1
ALERT_001276,FIRE_NODE_0108,USER_NODE_07774,electrical_fire,parking_area,2026-05-14 13:14:50.298300,15,149.28,1120.76,2559.23,68.91,0.303,0.248,0.624,0.2489,508.57,18.99,6,0.637,56.54,0.715,352,547.72,moderate,high,1,1,0.956,5179,433,1
ALERT_001277,FIRE_NODE_0097,USER_NODE_07026,warehouse_fire,metro_station,2026-05-14 13:14:53.298300,7,214.89,882.51,3603.97,41.34,0.135,0.197,0.311,0.5792,154.92,55.45,8,0.547,82.93,0.732,1844,165.07,critical,urgent,1,1,0.978,14024,285,2
ALERT_001278,FIRE_NODE_0016,USER_NODE_06140,electrical_fire,industrial_area,2026-05-14 13:14:56.298300,10,91.58,412.1,1469.43,13.39,0.241,0.646,0.46,0.3622,115.44,48.32,12,0.795,41.3,0.811,40,45.92,critical,urgent,1,1,0.93,8238,414,2
ALERT_001279,FIRE_NODE_0338,USER_NODE_05811,forest_fire,warehouse_zone,2026-05-14 13:14:59.298300,14,174.02,1090.23,1640.18,34.66,0.193,0.378,0.52,0.0394,577.6,33.05,7,0.838,56.31,0.962,2809,599.22,low,medium,1,1,0.967,12381,206,0
ALERT_001280,FIRE_NODE_0391,USER_NODE_08809,forest_fire,shopping_mall,2026-05-14 13:15:02.298300,19,181.13,989.85,3124.47,17.36,0.68,0.716,0.937,0.3541,231.67,41.34,1,0.98,50.63,0.795,2325,327.42,critical,urgent,1,1,0.749,12917,16,2
ALERT_001281,FIRE_NODE_0473,USER_NODE_02280,electrical_fire,shopping_mall,2026-05-14 13:15:05.298300,19,48.89,457.42,4407.63,7.83,0.435,0.765,0.908,0.6406,349.14,57.07,11,0.084,84.76,0.886,2470,153.47,critical,urgent,1,1,0.847,10008,293,2
ALERT_001282,FIRE_NODE_0444,USER_NODE_06405,building_fire,warehouse_zone,2026-05-14 13:15:08.298300,13,67.67,1056.19,2174.75,45.69,0.167,0.214,0.943,0.4907,770.34,18.46,2,0.206,70.18,0.843,2190,109.09,critical,urgent,1,1,0.913,6381,96,2
ALERT_001283,FIRE_NODE_0244,USER_NODE_01780,forest_fire,parking_area,2026-05-14 13:15:11.298300,10,108.31,288.73,2060.73,41.64,0.729,0.487,0.523,0.0946,733.46,55.79,2,0.699,41.06,0.856,703,379.39,moderate,high,1,1,0.988,1759,345,1
ALERT_001284,FIRE_NODE_0284,USER_NODE_02911,urban_fire,parking_area,2026-05-14 13:15:14.298300,1,219.31,1040.52,880.86,66.96,0.617,0.803,0.416,0.2112,381.33,9.67,3,0.389,91.46,0.711,816,94.77,moderate,high,1,1,0.736,1188,466,1
ALERT_001285,FIRE_NODE_0494,USER_NODE_06323,forest_fire,warehouse_zone,2026-05-14 13:15:17.298300,8,115.54,1196.63,1362.77,14.46,0.916,0.883,0.079,0.4899,531.26,46.3,5,0.52,99.48,0.713,2702,144.45,critical,urgent,1,1,0.815,8641,35,2
ALERT_001286,FIRE_NODE_0233,USER_NODE_00942,forest_fire,residential_building,2026-05-14 13:15:20.298300,6,123.71,1111.93,3064.02,7.93,0.414,0.422,0.919,0.3915,515.81,43.08,6,0.782,78.1,0.769,1683,525.06,critical,urgent,1,1,0.912,6457,80,2
ALERT_001287,FIRE_NODE_0057,USER_NODE_02116,industrial_fire,metro_station,2026-05-14 13:15:23.298300,16,174.83,1196.14,4131.12,58.89,0.952,0.16,0.498,0.3795,276.84,50.52,12,0.774,83.25,0.989,282,159.33,critical,urgent,1,1,0.913,6423,489,2
ALERT_001288,FIRE_NODE_0463,USER_NODE_03383,electrical_fire,warehouse_zone,2026-05-14 13:15:26.298300,10,141.5,430.55,1306.58,63.23,0.6,0.827,0.541,0.1469,283.29,23.51,7,0.974,40.34,0.986,2907,588.37,moderate,high,1,1,0.989,10941,243,1
ALERT_001289,FIRE_NODE_0082,USER_NODE_09892,industrial_fire,forest_region,2026-05-14 13:15:29.298300,19,128.4,1159.47,2340.64,6.71,0.232,0.946,0.062,0.3572,78.97,17.9,4,0.134,91.57,0.871,2059,541.75,critical,urgent,1,1,0.9,11793,350,2
ALERT_001290,FIRE_NODE_0235,USER_NODE_04513,electrical_fire,residential_building,2026-05-14 13:15:32.298300,5,214.93,651.06,3410.33,42.46,0.489,0.847,0.63,0.5218,633.36,12.27,8,0.668,51.98,0.869,263,408.07,critical,urgent,1,1,0.989,13559,204,2
ALERT_001291,FIRE_NODE_0310,USER_NODE_04045,industrial_fire,shopping_mall,2026-05-14 13:15:35.298300,19,50.34,182.19,938.92,30.89,0.823,0.846,0.713,0.5835,271.83,6.2,15,0.105,91.13,0.912,2011,420.68,critical,urgent,1,1,0.799,7589,236,2
ALERT_001292,FIRE_NODE_0295,USER_NODE_00641,kitchen_fire,commercial_complex,2026-05-14 13:15:38.298300,10,111.48,1153.09,880.74,55.29,0.317,0.049,0.718,0.2184,583.28,42.75,11,0.558,86.64,0.869,1870,175.55,moderate,high,1,1,0.913,5731,358,1
ALERT_001293,FIRE_NODE_0432,USER_NODE_04874,building_fire,industrial_area,2026-05-14 13:15:41.298300,14,148.1,94.25,4567.23,40.47,0.87,0.884,0.45,0.3324,344.29,27.52,4,0.9,87.29,0.737,736,368.13,critical,urgent,1,0,0.989,14795,316,2
ALERT_001294,FIRE_NODE_0376,USER_NODE_07080,building_fire,metro_station,2026-05-14 13:15:44.298300,6,149.22,960.18,3983.87,27.77,0.378,0.727,0.5,0.373,576.07,46.88,12,0.308,48.81,0.785,2330,306.99,critical,urgent,1,1,0.799,1615,201,2
ALERT_001295,FIRE_NODE_0358,USER_NODE_00716,electrical_fire,industrial_area,2026-05-14 13:15:47.298300,9,144.46,139.88,2842.9,28.92,0.539,0.428,0.306,0.5881,164.12,41.2,15,0.928,72.32,0.954,2573,79.29,critical,urgent,1,1,0.843,8860,149,2
ALERT_001296,FIRE_NODE_0342,USER_NODE_01094,kitchen_fire,warehouse_zone,2026-05-14 13:15:50.298300,16,124.98,89.09,2550.33,28.99,0.673,0.939,0.127,0.2162,366.37,27.86,7,0.786,66.6,0.708,2265,427.51,moderate,high,1,0,0.957,2036,188,1
ALERT_001297,FIRE_NODE_0040,USER_NODE_01724,industrial_fire,shopping_mall,2026-05-14 13:15:53.298300,14,134.93,730.84,1316.92,19.34,0.243,0.436,0.885,0.3416,169.84,16.7,8,0.415,77.4,0.828,676,238.5,critical,urgent,1,1,0.864,4191,106,2
ALERT_001298,FIRE_NODE_0260,USER_NODE_00732,building_fire,residential_building,2026-05-14 13:15:56.298300,3,87.32,168.37,707.42,21.33,0.101,0.343,0.746,0.467,496.52,51.3,11,0.318,93.1,0.816,2845,243.53,critical,urgent,1,1,0.818,11119,383,2
ALERT_001299,FIRE_NODE_0237,USER_NODE_06245,forest_fire,metro_station,2026-05-14 13:15:59.298300,7,62.17,1172.55,1209.43,27.16,0.326,0.084,0.187,0.0339,248.08,52.13,7,0.372,47.42,0.887,155,597.98,low,medium,1,1,0.767,225,128,0
ALERT_001300,FIRE_NODE_0059,USER_NODE_02237,forest_fire,parking_area,2026-05-14 13:16:02.298300,16,93.92,1168.47,1386.62,38.23,0.247,0.933,0.933,0.5305,265.53,24.81,8,0.28,93.45,0.965,280,254.23,critical,urgent,1,1,0.89,1402,280,2
ALERT_001301,FIRE_NODE_0337,USER_NODE_03970,kitchen_fire,parking_area,2026-05-14 13:16:05.298300,5,73.97,567.13,3378.6,30.05,0.364,0.011,0.774,0.5786,776.18,43.44,8,0.571,56.16,0.99,1144,355.9,critical,urgent,1,1,0.898,13838,82,2
ALERT_001302,FIRE_NODE_0088,USER_NODE_00296,industrial_fire,commercial_complex,2026-05-14 13:16:08.298300,6,164.42,1026.68,642.56,19.32,0.669,0.896,0.667,0.2717,302.01,44.54,5,0.754,76.42,0.785,509,555.47,critical,urgent,1,1,0.86,8809,379,2
ALERT_001303,FIRE_NODE_0201,USER_NODE_02760,urban_fire,residential_building,2026-05-14 13:16:11.298300,9,183.34,320.03,2113.78,61.85,0.06,0.517,0.484,0.4895,239.88,13.92,3,0.93,74.3,0.73,1805,119.86,critical,urgent,1,1,0.99,5916,91,2
ALERT_001304,FIRE_NODE_0111,USER_NODE_00565,kitchen_fire,warehouse_zone,2026-05-14 13:16:14.298300,15,79.23,763.73,2448.56,62.56,0.758,0.601,0.06,0.5725,366.84,55.96,12,0.521,81.65,0.72,196,448.37,critical,urgent,1,1,0.798,13755,325,2
ALERT_001305,FIRE_NODE_0416,USER_NODE_08567,kitchen_fire,commercial_complex,2026-05-14 13:16:17.298300,13,106.49,212.89,1246.17,17.07,0.335,0.893,0.381,0.4722,84.54,35.87,12,0.508,98.68,0.945,1263,275.62,critical,urgent,1,1,0.925,7324,26,2
ALERT_001306,FIRE_NODE_0307,USER_NODE_00077,urban_fire,metro_station,2026-05-14 13:16:20.298300,7,78.78,709.82,928.32,27.63,0.234,0.722,0.491,0.4894,421.93,6.1,15,0.749,89.99,0.962,1023,345.34,critical,urgent,1,1,0.919,6188,465,2
ALERT_001307,FIRE_NODE_0123,USER_NODE_03277,urban_fire,residential_building,2026-05-14 13:16:23.298300,14,176.61,254.44,1322.57,9.61,0.327,0.479,0.948,0.283,586.47,41.91,1,0.244,43.51,0.858,60,421.68,critical,urgent,1,1,0.989,5573,420,2
ALERT_001308,FIRE_NODE_0099,USER_NODE_01036,electrical_fire,commercial_complex,2026-05-14 13:16:26.298300,6,107.76,1083.93,2280.5,49.81,0.602,0.062,0.121,0.0184,309.25,45.0,12,0.214,76.35,0.784,685,479.21,low,medium,0,1,0.932,771,212,0
ALERT_001309,FIRE_NODE_0263,USER_NODE_01765,warehouse_fire,shopping_mall,2026-05-14 13:16:29.298300,11,180.7,667.81,1852.09,57.61,0.194,0.297,0.216,0.4399,555.26,39.5,9,0.445,46.01,0.964,2568,307.1,critical,urgent,1,1,0.818,3155,319,2
ALERT_001310,FIRE_NODE_0107,USER_NODE_08876,building_fire,metro_station,2026-05-14 13:16:32.298300,4,148.04,295.93,1183.21,31.36,0.235,0.252,0.853,0.3473,397.11,41.68,4,0.954,46.73,0.942,876,352.49,critical,urgent,1,1,0.742,1784,182,2
ALERT_001311,FIRE_NODE_0166,USER_NODE_02845,urban_fire,metro_station,2026-05-14 13:16:35.298300,11,97.0,620.24,3641.18,20.77,0.54,0.688,0.454,0.5617,698.18,28.77,1,0.974,44.54,0.701,1595,231.5,critical,urgent,1,1,0.874,3535,234,2
ALERT_001312,FIRE_NODE_0113,USER_NODE_01082,kitchen_fire,forest_region,2026-05-14 13:16:38.298300,20,155.11,613.62,1149.49,16.08,0.854,0.869,0.657,0.4334,486.19,12.97,6,0.457,81.75,0.856,180,16.06,critical,urgent,1,1,0.977,1153,453,2
ALERT_001313,FIRE_NODE_0112,USER_NODE_06736,forest_fire,parking_area,2026-05-14 13:16:41.298300,4,192.84,371.81,3312.42,65.01,0.105,0.508,0.461,0.2696,671.76,23.46,12,0.11,43.95,0.712,2197,248.44,critical,urgent,1,1,0.908,13014,472,2
ALERT_001314,FIRE_NODE_0436,USER_NODE_09326,electrical_fire,forest_region,2026-05-14 13:16:44.298300,4,80.65,804.04,3623.19,21.59,0.605,0.688,0.47,0.2222,502.94,58.69,10,0.455,63.5,0.835,1329,50.35,moderate,high,1,1,0.86,10386,356,1
ALERT_001315,FIRE_NODE_0199,USER_NODE_02178,forest_fire,industrial_area,2026-05-14 13:16:47.298300,11,102.52,215.99,2651.53,5.22,0.408,0.115,0.072,0.5368,734.67,13.25,14,0.562,56.68,0.843,2730,264.8,critical,urgent,1,1,0.778,7949,34,2
ALERT_001316,FIRE_NODE_0172,USER_NODE_00290,industrial_fire,parking_area,2026-05-14 13:16:50.298300,13,167.57,221.67,833.52,54.9,0.669,0.504,0.471,0.3258,360.88,24.18,9,0.525,71.71,0.901,2624,428.17,critical,urgent,1,1,0.81,12203,119,2
ALERT_001317,FIRE_NODE_0258,USER_NODE_09626,kitchen_fire,residential_building,2026-05-14 13:16:53.298300,8,117.37,498.54,2960.76,34.47,0.891,0.699,0.859,0.4624,777.37,38.51,1,0.965,49.49,0.715,2525,349.58,critical,urgent,1,1,0.985,12484,459,2
ALERT_001318,FIRE_NODE_0064,USER_NODE_05061,electrical_fire,metro_station,2026-05-14 13:16:56.298300,8,118.08,317.49,2894.78,47.17,0.322,0.718,0.928,0.5835,247.44,20.28,10,0.403,63.67,0.729,326,458.37,critical,urgent,1,1,0.806,1031,70,2
ALERT_001319,FIRE_NODE_0192,USER_NODE_08172,forest_fire,warehouse_zone,2026-05-14 13:16:59.298300,5,198.97,1118.17,707.5,69.25,0.713,0.525,0.401,0.3394,273.21,37.74,7,0.138,77.27,0.78,838,15.49,critical,urgent,1,1,0.86,10569,19,2
ALERT_001320,FIRE_NODE_0122,USER_NODE_09799,building_fire,shopping_mall,2026-05-14 13:17:02.298300,5,146.23,557.76,918.06,63.07,0.615,0.125,0.51,0.3257,67.11,36.8,5,0.818,84.94,0.759,1301,518.06,critical,urgent,1,1,0.799,10594,402,2
ALERT_001321,FIRE_NODE_0390,USER_NODE_00649,industrial_fire,metro_station,2026-05-14 13:17:05.298300,10,210.64,160.36,2739.32,43.81,0.255,0.774,0.614,0.0167,494.53,30.0,13,0.236,99.74,0.96,98,179.04,low,medium,0,1,0.857,3802,433,0
ALERT_001322,FIRE_NODE_0376,USER_NODE_05428,forest_fire,warehouse_zone,2026-05-14 13:17:08.298300,7,100.39,948.56,4693.46,28.32,0.808,0.503,0.407,0.6103,418.12,28.58,9,0.689,55.67,0.794,222,559.57,critical,urgent,1,1,0.897,14904,469,2
ALERT_001323,FIRE_NODE_0341,USER_NODE_04069,warehouse_fire,warehouse_zone,2026-05-14 13:17:11.298300,20,189.66,383.65,2992.68,68.14,0.326,0.169,0.51,0.2551,144.47,53.42,14,0.991,74.11,0.925,1563,516.13,critical,urgent,1,1,0.903,8593,164,2
ALERT_001324,FIRE_NODE_0094,USER_NODE_07248,kitchen_fire,residential_building,2026-05-14 13:17:14.298300,3,52.73,256.55,912.35,5.64,0.313,0.398,0.267,0.0467,433.29,17.13,14,0.806,40.48,0.944,2014,573.08,low,medium,1,1,0.908,1196,488,0
ALERT_001325,FIRE_NODE_0099,USER_NODE_00854,kitchen_fire,industrial_area,2026-05-14 13:17:17.298300,7,173.39,1125.59,1519.91,69.65,0.776,0.729,0.375,0.357,530.06,37.6,3,0.72,44.94,0.803,376,263.23,critical,urgent,1,1,0.776,2895,303,2
ALERT_001326,FIRE_NODE_0282,USER_NODE_03349,electrical_fire,commercial_complex,2026-05-14 13:17:20.298300,14,75.21,235.6,2212.09,37.07,0.072,0.947,0.739,0.4764,154.83,36.62,12,0.553,98.95,0.917,1914,347.58,critical,urgent,1,1,0.947,5153,84,2
ALERT_001327,FIRE_NODE_0370,USER_NODE_03237,electrical_fire,metro_station,2026-05-14 13:17:23.298300,6,72.14,97.04,3637.03,11.39,0.124,0.747,0.293,0.4105,735.58,19.67,10,0.256,46.39,0.738,1020,42.02,critical,urgent,1,0,0.725,5016,146,2
ALERT_001328,FIRE_NODE_0296,USER_NODE_07345,kitchen_fire,warehouse_zone,2026-05-14 13:17:26.298300,9,120.6,439.37,3708.87,61.57,0.787,0.535,0.142,0.4628,303.01,6.05,14,0.85,60.29,0.763,1971,523.51,critical,urgent,1,1,0.962,1360,486,2
ALERT_001329,FIRE_NODE_0498,USER_NODE_05892,building_fire,metro_station,2026-05-14 13:17:29.298300,6,104.32,477.38,3150.37,52.67,0.073,0.597,0.908,0.1741,728.89,57.06,8,0.306,85.25,0.769,1808,443.88,moderate,high,1,1,0.931,6975,258,1
ALERT_001330,FIRE_NODE_0313,USER_NODE_07102,warehouse_fire,industrial_area,2026-05-14 13:17:32.298300,16,88.26,881.77,4173.26,28.31,0.176,0.101,0.568,0.6359,661.9,26.71,1,0.56,56.77,0.747,1563,291.84,critical,urgent,1,1,0.834,7052,437,2
ALERT_001331,FIRE_NODE_0043,USER_NODE_04919,industrial_fire,industrial_area,2026-05-14 13:17:35.298300,18,136.34,1147.14,3257.14,44.38,0.137,0.997,0.746,0.5708,343.15,30.63,12,0.546,51.65,0.9,720,542.27,critical,urgent,1,1,0.747,4265,194,2
ALERT_001332,FIRE_NODE_0238,USER_NODE_05012,building_fire,forest_region,2026-05-14 13:17:38.298300,13,60.11,906.81,1802.09,45.55,0.699,0.329,0.784,0.3597,697.82,46.03,9,0.875,41.21,0.771,2483,58.55,critical,urgent,1,1,0.828,7928,36,2
ALERT_001333,FIRE_NODE_0171,USER_NODE_02239,kitchen_fire,parking_area,2026-05-14 13:17:41.298300,7,200.74,603.65,4338.74,26.27,0.346,0.897,0.433,0.5144,204.58,56.98,3,0.596,85.56,0.726,777,298.14,critical,urgent,1,1,0.961,118,6,2
ALERT_001334,FIRE_NODE_0442,USER_NODE_08204,kitchen_fire,shopping_mall,2026-05-14 13:17:44.298300,16,198.48,132.43,1936.27,33.82,0.181,0.733,0.216,0.2286,537.36,29.44,7,0.752,97.67,0.734,1704,427.19,moderate,high,1,1,0.767,6515,496,1
ALERT_001335,FIRE_NODE_0381,USER_NODE_06114,building_fire,parking_area,2026-05-14 13:17:47.298300,10,117.53,116.81,1197.99,25.79,0.349,0.901,0.718,0.6321,487.28,15.26,11,0.361,59.19,0.795,2410,405.41,critical,urgent,1,1,0.854,1217,209,2
ALERT_001336,FIRE_NODE_0454,USER_NODE_00637,urban_fire,metro_station,2026-05-14 13:17:50.298300,19,112.45,246.98,697.41,19.22,0.116,0.788,0.151,0.4721,320.81,5.33,3,0.822,74.78,0.768,796,537.34,critical,urgent,1,1,0.713,12550,223,2
